0,0
1,37
2,78
3,123
4,172
5,225
6,282
7,343
8,408
9,477
10,550
11,627
12,708
13,793
14,882
15,975
16,1072
17,1173
18,1278
19,1387
20,1500
21,1617
22,1738
23,1863
24,1992
25,2125
26,2262
27,2403
28,2548
29,2697
30,2850
31,3007
32,3168
33,3333
34,3502
35,3675
36,3852
37,4033
38,4218
39,4407
40,4600
41,4797
42,4998
43,5203
44,5412
45,5625
46,5842
47,6063
48,6288
49,6517
50,6750
51,6987
52,7228
53,7473
54,7722
55,7975
56,8232
57,8493
58,8758
59,9027
60,9300
61,9577
62,9858
63,10143
64,10432
65,10725
66,11022
67,11323
68,11628
69,11937
70,12250
71,12567
72,12888
73,13213
74,13542
75,13875
76,14212
77,14553
78,14898
79,15247
80,15600
81,15957
82,16318
83,16683
84,17052
85,17425
86,17802
87,18183
88,18568
89,18957
90,19350
91,19747
92,20148
93,20553
94,20962
95,21375
96,21792
97,22213
98,22638
99,23067
100,23500
101,23937
102,24378
103,24823
104,25272
105,25725
106,26182
107,26643
108,27108
109,27577
110,28050
111,28527
112,29008
113,29493
114,29982
115,30475
116,30972
117,31473
118,31978
119,32487
120,33000
121,33517
122,34038
123,34563
124,35092
125,35625
126,36162
127,36703
128,37248
129,37797
130,38350
131,38907
132,39468
133,40033
134,40602
135,41175
136,41752
137,42333
138,42918
139,43507
140,44100
141,44697
142,45298
143,45903
144,46512
145,47125
146,47742
147,48363
148,48988
149,49617
150,50250
151,50887
152,51528
153,52173
154,52822
155,53475
156,54132
157,54793
158,55458
159,56127
160,56800
161,57477
162,58158
163,58843
164,59532
165,60225
166,60922
167,61623
168,62328
169,63037
170,63750
171,64467
172,65188
173,65913
174,66642
175,67375
176,68112
177,68853
178,69598
179,70347
180,71100
181,71857
182,72618
183,73383
184,74152
185,74925
186,75702
187,76483
188,77268
189,78057
190,78850
191,79647
192,80448
193,81253
194,82062
195,82875
196,83692
197,84513
198,85338
199,86167
200,87000
201,87837
202,88678
203,89523
204,90372
205,91225
206,92082
207,92943
208,93808
209,94677
210,95550
211,96427
212,97308
213,98193
214,99082
215,99975
216,100872
217,101773
218,102678
219,103587
220,104500
221,105417
222,106338
223,107263
224,108192
225,109125
226,110062
227,111003
228,111948
229,112897
230,113850
231,114807
232,115768
233,116733
234,117702
235,118675
236,119652
237,120633
238,121618
239,122607
240,123600
241,124597
242,125598
243,126603
244,127612
245,128625
246,129642
247,130663
248,131688
249,132717
250,133750
251,134787
252,135828
253,136873
254,137922
255,138975
256,140032
257,141093
258,142158
259,143227
260,144300
261,145377
262,146458
263,147543
264,148632
265,149725
266,150822
267,151923
268,153028
269,154137
270,155250
271,156367
272,157488
273,158613
274,159742
275,160875
276,162012
277,163153
278,164298
279,165447
280,166600
281,167757
282,168918
283,170083
284,171252
285,172425
286,173602
287,174783
288,175968
289,177157
290,178350
291,179547
292,180748
293,181953
294,183162
295,184375
296,185592
297,186813
298,188038
299,189267
300,190500
301,191737
302,192978
303,194223
304,195472
305,196725
306,197982
307,199243
308,200508
309,201777
310,203050
311,204327
312,205608
313,206893
314,208182
315,209475
316,210772
317,212073
318,213378
319,214687
320,216000
321,217317
322,218638
323,219963
324,221292
325,222625
326,223962
327,225303
328,226648
329,227997
330,229350
331,230707
332,232068
333,233433
334,234802
335,236175
336,237552
337,238933
338,240318
339,241707
340,243100
341,244497
342,245898
343,247303
344,248712
345,250125
346,251542
347,252963
348,254388
349,255817
350,257250
351,258687
352,260128
353,261573
354,263022
355,264475
356,265932
357,267393
358,268858
359,270327
360,271800
361,273277
362,274758
363,276243
364,277732
365,279225
366,280722
367,282223
368,283728
369,285237
370,286750
371,288267
372,289788
373,291313
374,292842
375,294375
376,295912
377,297453
378,298998
379,300547
380,302100
381,303657
382,305218
383,306783
384,308352
385,309925
386,311502
387,313083
388,314668
389,316257
390,317850
391,319447
392,321048
393,322653
394,324262
395,325875
396,327492
397,329113
398,330738
399,332367
400,334000
401,335637
402,337278
403,338923
404,340572
405,342225
406,343882
407,345543
408,347208
409,348877
410,350550
411,352227
412,353908
413,355593
414,357282
415,358975
416,360672
417,362373
418,364078
419,365787
420,367500
421,369217
422,370938
423,372663
424,374392
425,376125
426,377862
427,379603
428,381348
429,383097
430,384850
431,386607
432,388368
433,390133
434,391902
435,393675
436,395452
437,397233
438,399018
439,400807
440,402600
441,404397
442,406198
443,408003
444,409812
445,411625
446,413442
447,415263
448,417088
449,418917
450,420750
451,422587
452,424428
453,426273
454,428122
455,429975
456,431832
457,433693
458,435558
459,437427
460,439300
461,441177
462,443058
463,444943
464,446832
465,448725
466,450622
467,452523
468,454428
469,456337
470,458250
471,460167
472,462088
473,464013
474,465942
475,467875
476,469812
477,471753
478,473698
479,475647
480,477600
481,479557
482,481518
483,483483
484,485452
485,487425
486,489402
487,491383
488,493368
489,495357
490,497350
491,499347
492,501348
493,503353
494,505362
495,507375
496,509392
497,511413
498,513438
499,515467
500,517500
501,519537
502,521578
503,523623
504,525672
505,527725
506,529782
507,531843
508,533908
509,535977
510,538050
511,540127
512,542208
513,544293
514,546382
515,548475
516,550572
517,552673
518,554778
519,556887
520,559000
521,561117
522,563238
523,565363
524,567492
525,569625
526,571762
527,573903
528,576048
529,578197
530,580350
531,582507
532,584668
533,586833
534,589002
535,591175
536,593352
537,595533
538,597718
539,599907
540,602100
541,604297
542,606498
543,608703
544,610912
545,613125
546,615342
547,617563
548,619788
549,622017
550,624250
551,626487
552,628728
553,630973
554,633222
555,635475
556,637732
557,639993
558,642258
559,644527
560,646800
561,649077
562,651358
563,653643
564,655932
565,658225
566,660522
567,662823
568,665128
569,667437
570,669750
571,672067
572,674388
573,676713
574,679042
575,681375
576,683712
577,686053
578,688398
579,690747
580,693100
581,695457
582,697818
583,700183
584,702552
585,704925
586,707302
587,709683
588,712068
589,714457
590,716850
591,719247
592,721648
593,724053
594,726462
595,728875
596,731292
597,733713
598,736138
599,738567
